index,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21
92,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,786,815.8864746,855.8864746,817.6464844,809.0198364,758.2824707,798.2824707,799.470459,816.5636597,831.4702148,851.887146
93,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,785.75,815.8864746,855.8864746,817.6464844,808.9278564,757.6224976,797.6224976,799.2904663,816.5636597,831.4702148,851.887146
94,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,785.5,815.8864746,855.8864746,817.6464844,808.8358765,756.9625244,796.9625244,799.1104736,816.5636597,831.4702148,851.887146
95,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,785.25,815.8864746,855.8864746,817.6464844,808.7438965,756.3025513,796.3025513,798.930481,816.5636597,831.4702148,851.887146
96,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,785,815.8864746,855.8864746,817.6464844,808.6519165,755.6425781,795.6425781,798.7504883,816.5636597,831.4702148,851.887146
97,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,784.75,815.8864746,855.8864746,817.6464844,808.5599365,754.982605,794.982605,798.5704956,816.5636597,831.4702148,851.887146
98,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,784.5,815.8864746,855.8864746,817.6464844,808.4679565,754.3226318,794.3226318,798.3905029,816.5636597,831.4702148,851.887146
99,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,784.25,815.8864746,855.8864746,817.6464844,808.3759766,753.6626587,793.6626587,798.2105103,816.5636597,831.4702148,851.887146
100,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,784,815.8864746,855.8864746,817.6464844,808.2839966,753.0026855,793.0026855,798.0305176,816.5636597,831.4702148,851.887146
101,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,783.75,815.8864746,855.8864746,817.6464844,808.1920166,752.3427124,792.3427124,797.8505249,816.5636597,831.4702148,851.887146
102,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,783.5,815.8864746,855.8864746,817.6464844,808.1000366,751.6827393,791.6827393,797.6705322,816.5636597,831.4702148,851.887146
103,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,783.25,815.8864746,855.8864746,817.6464844,808.0080566,751.0227661,791.0227661,797.4905396,816.5636597,831.4702148,851.887146
104,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,783,815.8864746,855.8864746,817.6464844,807.9160767,750.362793,790.362793,797.3105469,816.5636597,831.4702148,851.887146
